feedback_id,customer_id,rating,complaint_type,feedback_date
2529,811,4,No Complaint,2025-10-10
2530,93,2,Slow Charging,2026-02-02
2531,336,5,No Complaint,2025-06-14
2532,440,3,No Complaint,2026-02-02
2533,209,4,No Complaint,2025-12-29
2534,860,4,No Complaint,2025-12-24
2535,946,5,Slow Charging,2025-07-18
2536,1515,3,No Complaint,2025-08-08
2537,815,3,Slow Charging,2025-06-05
2538,48,3,No Complaint,2025-09-12
2539,1871,4,No Complaint,2026-03-29
2540,1376,3,Slow Charging,2025-12-02
2541,551,1,Long Wait Time,2025-09-03
2542,1556,5,No Complaint,2025-05-31
2543,152,5,No Complaint,2025-07-04
2544,588,4,Slow Charging,2025-12-21
2545,887,3,No Complaint,2025-10-04
2546,826,5,No Complaint,2025-10-30
2547,602,2,Port Not Working,2025-06-26
2548,1303,5,Slow Charging,2026-03-29
2549,1922,4,No Complaint,2026-01-10
2550,379,1,Long Wait Time,2025-12-13
2551,1694,2,Long Wait Time,2025-07-22
2552,1619,5,Slow Charging,2026-02-26
2553,1282,5,No Complaint,2026-03-09
2554,331,4,No Complaint,2025-06-21
2555,974,4,Slow Charging,2025-08-15
2556,1733,5,No Complaint,2025-12-22
2557,1426,3,No Complaint,2025-08-12
2558,839,4,No Complaint,2025-09-30
2559,806,3,Slow Charging,2026-02-02
2560,1591,2,Long Wait Time,2026-04-17
2561,881,5,No Complaint,2026-03-13
2562,1745,3,Slow Charging,2025-08-19
2563,818,5,Slow Charging,2026-04-27
2564,232,1,Poor App Experience,2026-02-01
2565,1822,2,Payment Failure,2025-07-09
2566,1903,1,Long Wait Time,2025-06-18
2567,1268,2,Slow Charging,2025-05-25
2568,1023,5,Slow Charging,2025-05-09
2569,1544,4,No Complaint,2025-07-08
2570,1176,4,No Complaint,2025-08-30
2571,779,3,No Complaint,2026-02-13
2572,127,5,No Complaint,2026-02-12
2573,145,4,Slow Charging,2025-05-05
2574,1398,3,No Complaint,2026-04-28
2575,487,2,Port Not Working,2026-05-03
2576,162,3,No Complaint,2026-04-11
2577,85,5,Slow Charging,2025-08-07
2578,1314,4,No Complaint,2026-03-02
2579,1592,5,No Complaint,2025-09-25
2580,70,4,No Complaint,2025-11-14
2581,231,4,No Complaint,2025-05-20
2582,1034,1,Port Not Working,2025-05-29
2583,194,1,Slow Charging,2025-09-29
2584,1797,3,No Complaint,2026-03-15
2585,754,2,Port Not Working,2025-05-08
2586,878,5,No Complaint,2025-11-21
2587,873,1,Slow Charging,2025-07-13
2588,541,3,No Complaint,2026-03-23
2589,1193,1,Port Not Working,2025-06-19
2590,1348,5,No Complaint,2025-10-31
2591,393,1,Port Not Working,2025-05-15
2592,673,2,Long Wait Time,2025-11-17
2593,1305,1,Port Not Working,2025-11-25
2594,349,4,Slow Charging,2026-02-07
2595,1830,4,No Complaint,2026-04-11
2596,1395,2,Long Wait Time,2025-07-12
2597,358,4,No Complaint,2025-08-29
2598,402,1,Long Wait Time,2025-08-02
2599,1814,5,No Complaint,2025-05-22
2600,1698,1,Slow Charging,2025-08-24
2601,1070,4,No Complaint,2026-01-14
2602,939,2,Poor App Experience,2026-04-29
2603,1756,1,Payment Failure,2025-08-22
2604,1028,2,Payment Failure,2025-08-11
2605,1931,4,No Complaint,2025-07-08
2606,1921,2,Payment Failure,2025-11-07
2607,1589,1,Poor App Experience,2025-09-17
2608,957,2,Poor App Experience,2026-04-22
2609,936,3,Slow Charging,2025-10-30
2610,1470,1,Slow Charging,2026-02-27
2611,1547,3,Slow Charging,2025-07-30
2612,290,3,No Complaint,2026-01-26
2613,1640,2,Payment Failure,2026-04-03
2614,1914,4,No Complaint,2025-10-14
2615,1808,3,No Complaint,2025-06-14
2616,570,1,Port Not Working,2025-11-28
2617,201,3,Slow Charging,2025-10-16
2618,1787,3,No Complaint,2025-11-22
2619,1286,2,Slow Charging,2025-06-25
2620,1925,3,No Complaint,2025-07-25
2621,1965,1,Poor App Experience,2025-08-17
2622,947,1,Payment Failure,2026-05-03
2623,1588,3,No Complaint,2025-05-21
2624,1685,4,Slow Charging,2025-05-12
2625,1888,2,Slow Charging,2026-01-10
2626,587,1,Payment Failure,2026-04-18
2627,1212,3,No Complaint,2025-10-27
2628,530,5,No Complaint,2025-06-28
2629,284,1,Poor App Experience,2026-04-03
2630,1244,4,No Complaint,2025-05-22
2631,1223,5,Slow Charging,2026-04-23
2632,297,1,Payment Failure,2025-12-29
2633,1719,4,Slow Charging,2025-05-28
2634,197,5,Slow Charging,2026-01-17
2635,1057,3,Slow Charging,2025-11-12
2636,23,4,No Complaint,2025-06-28
2637,697,4,Slow Charging,2025-10-01
2638,665,4,No Complaint,2025-06-29
2639,809,1,Payment Failure,2025-07-24
2640,1196,3,Slow Charging,2025-07-13
2641,1781,2,Port Not Working,2025-05-10
2642,487,5,No Complaint,2025-10-16
2643,979,1,Port Not Working,2025-10-29
2644,251,4,Slow Charging,2026-01-10
2645,477,5,No Complaint,2026-04-02
2646,253,1,Port Not Working,2025-05-18
2647,362,2,Long Wait Time,2025-09-22
2648,490,4,Slow Charging,2026-01-05
2649,441,3,No Complaint,2026-01-03
2650,1563,1,Poor App Experience,2025-07-03
2651,1770,4,No Complaint,2025-08-06
2652,707,1,Long Wait Time,2025-09-19
2653,1543,5,No Complaint,2026-03-21
2654,1199,3,Slow Charging,2025-06-11
2655,630,5,Slow Charging,2025-08-10
2656,202,3,No Complaint,2025-08-17
2657,1959,1,Long Wait Time,2025-11-20
2658,11,2,Poor App Experience,2026-04-25
2659,807,2,Port Not Working,2025-09-13
2660,13,5,No Complaint,2025-12-08
2661,251,4,No Complaint,2025-10-03
2662,1357,5,Slow Charging,2026-04-19
2663,1046,5,No Complaint,2025-08-08
2664,1600,4,No Complaint,2025-12-08
2665,1805,2,Long Wait Time,2025-07-21
2666,1153,5,No Complaint,2025-12-31
2667,1102,5,No Complaint,2025-06-17
2668,216,1,Long Wait Time,2026-03-23
2669,1684,2,Slow Charging,2026-02-13
2670,1723,4,Slow Charging,2025-09-25
2671,1130,3,Slow Charging,2025-12-29
2672,67,2,Long Wait Time,2026-04-09
2673,835,4,No Complaint,2026-05-04
2674,788,1,Slow Charging,2026-02-27
2675,42,2,Payment Failure,2026-01-03
2676,1280,5,Slow Charging,2025-06-08
2677,1686,2,Port Not Working,2026-04-05
2678,1692,1,Slow Charging,2025-06-25
2679,1532,4,Slow Charging,2026-03-10
2680,1916,2,Payment Failure,2025-06-23
2681,1115,5,Slow Charging,2025-12-10
2682,627,4,No Complaint,2026-03-24
2683,1687,5,No Complaint,2026-04-28
2684,881,5,No Complaint,2025-09-05
2685,436,5,No Complaint,2025-05-17
2686,98,1,Slow Charging,2025-06-15
2687,133,2,Slow Charging,2025-09-28
2688,242,3,No Complaint,2025-09-26
2689,1653,2,Poor App Experience,2025-09-09
2690,727,2,Poor App Experience,2025-08-24
2691,941,1,Slow Charging,2025-08-22
2692,1551,5,No Complaint,2025-10-05
2693,660,1,Slow Charging,2025-06-26
2694,1879,3,Slow Charging,2025-07-20
2695,1804,1,Payment Failure,2026-04-27
2696,231,4,No Complaint,2026-01-30
2697,1949,3,Slow Charging,2025-12-10
2698,521,1,Payment Failure,2025-11-24
2699,1306,3,No Complaint,2025-10-30
2700,809,2,Port Not Working,2025-09-27
2701,1831,1,Long Wait Time,2025-07-09
2702,937,4,No Complaint,2025-08-02
2703,13,2,Slow Charging,2026-03-11
2704,749,4,No Complaint,2025-06-08
2705,1879,3,No Complaint,2025-05-30
2706,289,2,Long Wait Time,2025-10-09
2707,386,4,No Complaint,2026-02-23
2708,810,4,No Complaint,2025-07-23
2709,507,3,No Complaint,2025-09-17
2710,1152,2,Payment Failure,2025-05-09
2711,1519,4,Slow Charging,2025-10-17
2712,946,2,Payment Failure,2025-12-27
2713,1654,1,Long Wait Time,2025-12-14
2714,143,1,Port Not Working,2026-02-11
2715,1510,1,Port Not Working,2025-08-03
2716,925,5,No Complaint,2026-01-15
2717,1149,3,No Complaint,2026-01-05
2718,868,4,Slow Charging,2025-11-12
2719,1131,1,Payment Failure,2026-04-12
2720,417,4,Slow Charging,2025-10-21
2721,1349,1,Payment Failure,2026-03-19
2722,242,4,No Complaint,2025-07-03
2723,910,1,Payment Failure,2025-09-26
2724,1686,3,No Complaint,2025-12-13
2725,154,3,No Complaint,2025-05-17
2726,484,3,Slow Charging,2025-12-19
2727,1766,1,Long Wait Time,2026-03-19
2728,223,4,No Complaint,2025-11-23
2729,681,1,Port Not Working,2025-09-29
2730,1083,5,No Complaint,2025-05-25
2731,919,3,No Complaint,2025-10-20
2732,293,4,Slow Charging,2025-08-13
2733,1887,5,No Complaint,2025-08-15
2734,1001,5,Slow Charging,2025-11-08
2735,1281,3,Slow Charging,2026-04-23
2736,196,3,No Complaint,2025-06-24
2737,1474,2,Slow Charging,2025-10-01
2738,1247,3,No Complaint,2026-04-05
2739,1410,3,Slow Charging,2025-05-26
2740,120,5,No Complaint,2025-05-19
2741,576,5,No Complaint,2025-09-27
2742,604,4,No Complaint,2025-11-08
2743,580,3,Slow Charging,2025-11-13
2744,14,4,Slow Charging,2026-04-16
2745,1334,5,No Complaint,2025-10-01
2746,500,4,Slow Charging,2025-05-06
2747,354,4,No Complaint,2026-05-01
2748,923,1,Payment Failure,2026-03-29
2749,342,1,Payment Failure,2026-02-09
2750,926,4,Slow Charging,2025-07-11
2751,1484,4,No Complaint,2025-07-19
2752,1854,1,Slow Charging,2025-11-12
2753,143,4,Slow Charging,2025-09-13
2754,406,4,No Complaint,2025-07-21
2755,1029,1,Port Not Working,2025-05-24
2756,1143,5,Slow Charging,2025-07-26
2757,1221,1,Slow Charging,2025-07-04
2758,1639,5,No Complaint,2026-04-21
2759,1048,1,Port Not Working,2025-05-17
2760,868,3,No Complaint,2026-01-26
2761,934,4,No Complaint,2025-10-11
2762,43,2,Long Wait Time,2025-08-31
2763,179,4,Slow Charging,2026-02-06
2764,1032,2,Long Wait Time,2026-04-21
2765,505,1,Slow Charging,2026-02-07
2766,234,2,Payment Failure,2026-05-02
2767,584,2,Payment Failure,2025-09-15
2768,10,5,No Complaint,2026-02-07
2769,492,1,Slow Charging,2026-02-23
2770,1548,3,Slow Charging,2025-08-30
2771,389,3,Slow Charging,2026-02-10
2772,205,4,Slow Charging,2025-10-31
2773,1195,5,No Complaint,2025-08-29
2774,1662,5,No Complaint,2025-12-20
2775,969,4,No Complaint,2025-10-09
2776,846,3,Slow Charging,2026-02-11
2777,1775,4,No Complaint,2026-02-19
2778,1439,5,Slow Charging,2025-10-05
2779,1709,3,No Complaint,2025-12-18
2780,750,1,Slow Charging,2025-12-24
2781,498,1,Poor App Experience,2025-06-26
2782,1638,4,No Complaint,2025-05-09
2783,218,1,Poor App Experience,2025-07-18
2784,835,1,Long Wait Time,2025-06-24
2785,1629,3,No Complaint,2025-12-18
2786,1847,4,No Complaint,2026-02-01
2787,859,3,No Complaint,2025-07-20
2788,617,2,Poor App Experience,2025-07-05
2789,216,1,Port Not Working,2025-08-13
2790,421,4,Slow Charging,2026-02-16
2791,1809,2,Poor App Experience,2026-01-02
2792,1767,2,Poor App Experience,2026-04-25
2793,912,4,No Complaint,2025-10-01
2794,1681,3,Slow Charging,2026-01-28
2795,1876,4,No Complaint,2025-09-10
2796,1862,5,Slow Charging,2026-03-05
2797,33,3,No Complaint,2026-04-08
2798,227,4,Slow Charging,2025-05-05
2799,1443,3,Slow Charging,2025-12-17
2800,163,5,Slow Charging,2026-04-12
2801,1387,5,Slow Charging,2025-08-16
2802,325,1,Port Not Working,2025-05-30
2803,1840,1,Payment Failure,2025-05-19
2804,1606,2,Poor App Experience,2026-01-04
2805,1381,2,Poor App Experience,2025-05-11
2806,1621,2,Slow Charging,2025-07-28
2807,1920,1,Payment Failure,2025-09-15
2808,591,1,Long Wait Time,2025-11-01
2809,917,4,Slow Charging,2025-06-28
2810,1570,1,Payment Failure,2026-05-02
2811,294,4,No Complaint,2026-03-25
2812,1780,2,Long Wait Time,2026-03-05
2813,1470,4,No Complaint,2025-10-18
2814,1884,4,No Complaint,2025-06-30
2815,1399,3,No Complaint,2026-04-06
2816,697,3,No Complaint,2025-05-07
2817,1362,1,Payment Failure,2025-10-20
2818,786,4,No Complaint,2025-08-15
2819,75,3,No Complaint,2026-04-05
2820,108,3,No Complaint,2025-09-12
2821,948,3,Slow Charging,2026-01-29
2822,774,2,Slow Charging,2025-07-10
2823,627,3,No Complaint,2025-09-27
2824,3,5,No Complaint,2025-07-14
2825,1156,5,No Complaint,2025-12-18
2826,1683,1,Port Not Working,2025-09-14
2827,166,4,No Complaint,2026-03-07
2828,1827,3,Slow Charging,2025-08-27
2829,409,4,No Complaint,2025-10-30
2830,236,3,No Complaint,2025-11-25
2831,1344,5,No Complaint,2026-03-09
2832,554,2,Slow Charging,2025-07-29
2833,636,5,Slow Charging,2026-04-10
2834,243,3,Slow Charging,2025-11-16
2835,1380,5,No Complaint,2025-10-08
2836,943,2,Port Not Working,2025-08-04
2837,1768,1,Long Wait Time,2025-09-19
2838,712,2,Long Wait Time,2025-12-16
2839,889,1,Port Not Working,2025-09-20
2840,1943,4,Slow Charging,2025-12-21
2841,488,5,No Complaint,2025-07-22
2842,160,3,No Complaint,2025-07-04
2843,408,2,Payment Failure,2025-11-07
2844,721,2,Port Not Working,2026-04-10
2845,456,5,No Complaint,2025-09-26
2846,1364,3,No Complaint,2025-06-08
2847,583,5,Slow Charging,2025-07-05
2848,1032,1,Slow Charging,2025-10-26
2849,1576,1,Poor App Experience,2025-11-13
2850,1994,4,Slow Charging,2025-08-10
2851,643,4,Slow Charging,2026-03-13
2852,1356,1,Payment Failure,2025-10-23
2853,1375,3,No Complaint,2025-08-23
2854,641,5,Slow Charging,2025-05-29
2855,442,2,Poor App Experience,2025-11-20
2856,1645,5,No Complaint,2026-03-10
2857,1317,4,No Complaint,2026-03-03
2858,1306,4,No Complaint,2026-02-10
2859,1669,5,Slow Charging,2025-08-09
2860,864,4,No Complaint,2026-04-01
2861,521,4,Slow Charging,2026-03-12
2862,1156,2,Slow Charging,2025-08-11
2863,1161,3,Slow Charging,2026-01-29
2864,781,3,Slow Charging,2025-06-17
2865,289,3,No Complaint,2025-09-30
2866,618,2,Long Wait Time,2025-10-30
2867,1786,3,Slow Charging,2025-07-03
2868,1917,1,Poor App Experience,2025-10-07
2869,367,1,Port Not Working,2026-03-20
2870,1057,2,Payment Failure,2025-05-26
2871,1503,1,Slow Charging,2025-09-21
2872,1005,5,Slow Charging,2025-09-20
2873,1028,2,Port Not Working,2025-07-07
2874,833,1,Poor App Experience,2025-06-06
2875,1398,2,Slow Charging,2026-04-20
2876,1170,4,No Complaint,2025-07-04
2877,1230,3,No Complaint,2025-06-22
2878,649,1,Port Not Working,2025-06-06
2879,530,4,Slow Charging,2025-11-24
2880,420,1,Long Wait Time,2025-08-22
2881,274,4,No Complaint,2025-06-04
2882,1603,2,Long Wait Time,2026-02-21
2883,1477,4,Slow Charging,2026-02-15
2884,824,2,Slow Charging,2025-06-19
2885,1847,1,Port Not Working,2025-07-23
2886,376,4,No Complaint,2025-10-20
2887,1232,4,No Complaint,2026-04-08
2888,1951,3,Slow Charging,2026-04-12
2889,1652,3,No Complaint,2025-09-23
2890,476,2,Payment Failure,2026-03-03
2891,1189,2,Port Not Working,2025-11-21
2892,1545,5,No Complaint,2026-01-28
2893,75,3,No Complaint,2025-05-16
2894,1967,5,Slow Charging,2025-08-23
2895,1227,1,Port Not Working,2025-07-03
2896,1878,3,No Complaint,2025-10-03
2897,307,5,No Complaint,2025-12-01
2898,939,2,Long Wait Time,2025-07-18
2899,702,3,No Complaint,2025-08-26
2900,410,5,Slow Charging,2025-10-28
2901,199,1,Payment Failure,2026-03-19
2902,60,2,Slow Charging,2025-06-30
2903,1882,4,No Complaint,2025-11-11
2904,121,5,No Complaint,2025-10-16
2905,1100,4,Slow Charging,2025-12-15
2906,1771,1,Payment Failure,2026-03-07
2907,160,5,No Complaint,2026-01-02
2908,772,5,No Complaint,2026-02-26
2909,1638,5,No Complaint,2026-04-29
2910,276,4,No Complaint,2026-01-24
2911,913,3,Slow Charging,2025-12-02
2912,1760,3,No Complaint,2026-04-29
2913,1881,3,No Complaint,2025-06-10
2914,518,3,No Complaint,2025-09-06
2915,1026,5,No Complaint,2025-11-27
2916,397,4,No Complaint,2026-01-14
2917,1470,1,Port Not Working,2026-03-30
2918,1854,3,Slow Charging,2025-06-16
2919,748,5,Slow Charging,2026-04-04
2920,698,5,No Complaint,2025-10-08
2921,250,2,Port Not Working,2026-03-28
2922,1090,1,Slow Charging,2025-09-05
2923,1128,4,No Complaint,2026-01-12
2924,800,4,No Complaint,2025-07-02
2925,712,3,No Complaint,2025-11-22
2926,1258,4,Slow Charging,2026-01-15
2927,1763,1,Slow Charging,2025-08-23
2928,1623,1,Long Wait Time,2026-01-04
2929,501,3,No Complaint,2025-06-22
2930,581,1,Port Not Working,2025-06-04
2931,1687,1,Long Wait Time,2025-05-06
2932,1830,4,Slow Charging,2025-07-17
2933,1053,4,No Complaint,2025-05-31
2934,596,5,No Complaint,2026-04-24
2935,1965,5,No Complaint,2026-03-30
2936,1406,4,No Complaint,2025-11-02
2937,2,1,Poor App Experience,2026-03-01
2938,562,1,Port Not Working,2025-09-14
2939,1308,5,Slow Charging,2026-05-03
2940,385,2,Poor App Experience,2025-09-12
2941,917,4,Slow Charging,2025-10-12
2942,970,5,No Complaint,2026-04-11
2943,531,1,Poor App Experience,2025-09-14
2944,1841,4,No Complaint,2025-12-17
2945,913,4,Slow Charging,2025-06-20
2946,1731,4,Slow Charging,2025-09-26
2947,608,1,Long Wait Time,2026-01-10
2948,1376,2,Payment Failure,2025-06-21
2949,1507,2,Port Not Working,2025-11-26
2950,766,4,Slow Charging,2026-02-01
2951,1866,5,Slow Charging,2026-03-25
2952,1504,3,No Complaint,2025-10-09
2953,1442,3,Slow Charging,2025-12-21
2954,957,1,Long Wait Time,2025-06-22
2955,460,3,No Complaint,2025-07-30
2956,1666,1,Slow Charging,2026-03-15
2957,1129,2,Long Wait Time,2025-05-15
2958,64,1,Payment Failure,2025-05-14
2959,574,1,Poor App Experience,2025-08-10
2960,823,1,Poor App Experience,2026-02-20
2961,294,3,No Complaint,2026-03-26
2962,1203,2,Payment Failure,2025-10-06
2963,706,4,No Complaint,2025-08-24
2964,860,2,Poor App Experience,2025-08-25
2965,1654,2,Payment Failure,2025-06-19
2966,1007,5,Slow Charging,2026-02-17
2967,1639,3,No Complaint,2026-03-27
2968,1988,5,No Complaint,2025-08-01
2969,1061,5,No Complaint,2025-11-17
2970,314,4,No Complaint,2025-08-03
2971,1610,4,No Complaint,2025-11-22
2972,1567,3,No Complaint,2025-12-06
2973,304,4,No Complaint,2025-10-06
2974,978,3,No Complaint,2025-09-20
2975,64,1,Payment Failure,2025-06-12
2976,1733,5,No Complaint,2025-08-22
2977,834,5,Slow Charging,2025-09-21
2978,1396,4,No Complaint,2025-10-18
2979,1741,1,Poor App Experience,2025-09-24
2980,1195,5,No Complaint,2026-03-14
2981,663,1,Long Wait Time,2026-04-12
2982,1684,3,No Complaint,2025-10-18
2983,1509,1,Long Wait Time,2025-06-12
2984,211,3,No Complaint,2025-12-13
2985,1412,3,No Complaint,2025-08-15
2986,121,3,Slow Charging,2026-02-11
2987,1957,2,Long Wait Time,2026-01-07
2988,1290,1,Port Not Working,2025-09-25
2989,1696,3,No Complaint,2025-11-02
2990,205,3,Slow Charging,2025-10-29
2991,1625,4,No Complaint,2026-03-11
2992,702,1,Slow Charging,2025-06-05
2993,1225,5,No Complaint,2026-02-08
2994,1972,5,No Complaint,2025-11-12
2995,1807,3,Slow Charging,2025-08-29
2996,1303,4,No Complaint,2026-01-10
2997,1083,2,Port Not Working,2025-11-12
2998,1415,1,Long Wait Time,2025-10-25
2999,593,1,Long Wait Time,2025-05-09
3000,700,1,Payment Failure,2025-11-27
3001,1841,1,Port Not Working,2025-09-10
3002,122,3,Slow Charging,2026-02-09
3003,1599,4,No Complaint,2025-10-04
3004,723,4,No Complaint,2025-07-31
3005,586,1,Long Wait Time,2025-09-17
3006,1229,1,Long Wait Time,2025-09-12
3007,1705,1,Poor App Experience,2025-08-28
3008,1868,3,Slow Charging,2025-11-28
3009,1273,3,No Complaint,2026-03-24
3010,444,2,Long Wait Time,2025-12-28
3011,647,5,Slow Charging,2025-07-03
3012,164,3,No Complaint,2025-10-22
3013,1224,4,Slow Charging,2026-04-23
3014,844,3,No Complaint,2026-03-13
3015,453,3,No Complaint,2026-03-25
3016,306,2,Slow Charging,2025-08-25
3017,400,4,No Complaint,2025-08-29
3018,248,4,Slow Charging,2026-03-10
3019,1996,5,No Complaint,2026-02-19
3020,1693,2,Payment Failure,2025-07-01
3021,1498,1,Slow Charging,2025-08-21
3022,811,2,Port Not Working,2025-11-15
3023,1106,3,No Complaint,2025-09-13
3024,585,2,Port Not Working,2025-07-30
3025,511,5,No Complaint,2025-08-25
3026,1708,1,Slow Charging,2026-03-25
3027,446,2,Payment Failure,2026-04-27
3028,1184,1,Payment Failure,2025-09-10
3029,641,4,Slow Charging,2025-07-11
3030,609,4,Slow Charging,2025-11-08
3031,1455,3,Slow Charging,2026-02-17
3032,268,1,Slow Charging,2025-06-25
3033,1815,2,Long Wait Time,2025-06-04
3034,81,4,No Complaint,2025-11-25
3035,303,5,No Complaint,2026-05-05
3036,733,3,No Complaint,2025-07-08
3037,1919,5,Slow Charging,2025-07-13
3038,579,2,Poor App Experience,2025-05-11
3039,1444,5,Slow Charging,2025-08-25
3040,1242,1,Payment Failure,2025-11-23
3041,1474,1,Port Not Working,2025-08-20
3042,267,1,Poor App Experience,2026-01-20
3043,318,5,Slow Charging,2025-12-16
3044,1992,2,Long Wait Time,2026-03-04
3045,814,3,No Complaint,2025-05-26
3046,566,3,Slow Charging,2026-02-16
3047,1564,4,Slow Charging,2026-02-06
3048,137,4,No Complaint,2025-07-10
3049,164,4,No Complaint,2025-06-10
3050,1703,3,No Complaint,2025-05-08
3051,1281,1,Poor App Experience,2026-01-23
3052,993,5,Slow Charging,2025-10-06
3053,1912,5,No Complaint,2025-07-07
3054,1859,3,No Complaint,2025-08-29
3055,1042,1,Poor App Experience,2025-10-29
3056,375,3,No Complaint,2026-02-21
3057,592,3,No Complaint,2025-12-09
3058,609,3,No Complaint,2026-03-29
3059,1045,2,Port Not Working,2025-05-15
3060,1001,1,Long Wait Time,2025-07-05
3061,422,1,Poor App Experience,2025-10-07
3062,1814,5,No Complaint,2025-06-07
3063,1543,5,No Complaint,2025-10-03
3064,1634,1,Long Wait Time,2025-08-04
3065,19,3,Slow Charging,2025-11-12
3066,400,5,No Complaint,2025-05-20
3067,1516,2,Long Wait Time,2025-08-03
3068,948,4,No Complaint,2026-04-30
3069,588,3,No Complaint,2025-10-19
3070,757,4,Slow Charging,2025-11-12
3071,28,3,No Complaint,2026-04-23
3072,1336,4,No Complaint,2025-08-16
3073,402,5,No Complaint,2026-01-19
3074,1585,1,Payment Failure,2025-10-09
3075,892,3,No Complaint,2026-03-20
3076,110,1,Long Wait Time,2026-03-22
3077,727,2,Slow Charging,2025-12-13
3078,608,1,Payment Failure,2025-10-06
3079,1109,4,No Complaint,2026-02-26
3080,462,3,No Complaint,2026-02-08
3081,1237,2,Port Not Working,2025-07-10
3082,129,4,Slow Charging,2025-09-02
3083,1368,4,Slow Charging,2025-12-02
3084,354,5,No Complaint,2025-10-22
3085,1052,5,No Complaint,2025-12-14
3086,369,4,No Complaint,2026-04-13
3087,1329,4,No Complaint,2025-05-28
3088,1731,3,No Complaint,2025-12-26
3089,778,1,Long Wait Time,2026-04-03
3090,1815,2,Poor App Experience,2025-11-22
3091,1682,3,No Complaint,2025-11-17
3092,1859,4,No Complaint,2025-11-17
3093,164,3,No Complaint,2026-03-15
3094,966,2,Slow Charging,2026-04-22
3095,422,3,No Complaint,2025-12-28
3096,1081,1,Poor App Experience,2025-09-26
3097,49,4,No Complaint,2025-10-20
3098,212,4,No Complaint,2026-01-23
3099,1398,3,No Complaint,2025-10-17
3100,1538,4,No Complaint,2025-07-15
3101,1109,5,No Complaint,2025-06-03
3102,826,3,No Complaint,2026-01-28
3103,1556,5,No Complaint,2025-05-15
3104,921,3,No Complaint,2025-10-24
3105,738,1,Port Not Working,2026-02-23
3106,191,2,Port Not Working,2025-11-01
3107,1983,3,No Complaint,2026-04-19
3108,901,2,Long Wait Time,2025-06-05
3109,1744,5,Slow Charging,2026-05-04
3110,1686,2,Port Not Working,2026-03-20
3111,945,2,Long Wait Time,2025-09-22
3112,1467,2,Slow Charging,2025-05-28
3113,40,1,Port Not Working,2025-11-07
3114,518,3,No Complaint,2026-03-10
3115,1608,2,Long Wait Time,2026-01-08
3116,1632,2,Port Not Working,2025-11-30
3117,1295,2,Payment Failure,2026-03-16
3118,1673,5,No Complaint,2026-03-16
3119,47,1,Port Not Working,2026-03-16
3120,674,5,Slow Charging,2025-11-04
3121,1946,1,Poor App Experience,2025-12-23
3122,165,3,Slow Charging,2026-01-06
3123,1561,2,Long Wait Time,2026-02-09
3124,251,1,Slow Charging,2025-05-12
3125,427,3,No Complaint,2025-07-11
3126,227,5,No Complaint,2025-10-18
3127,726,4,No Complaint,2026-01-20
3128,1703,2,Poor App Experience,2025-12-30
3129,414,1,Poor App Experience,2026-01-30
3130,1656,1,Slow Charging,2026-02-09
3131,902,2,Slow Charging,2026-02-17
3132,839,4,Slow Charging,2026-01-17
3133,1613,3,No Complaint,2026-04-10
3134,1394,2,Poor App Experience,2025-09-30
3135,13,1,Slow Charging,2025-08-11
3136,1322,5,Slow Charging,2025-08-01
3137,1377,2,Slow Charging,2025-08-30
3138,996,4,No Complaint,2025-11-23
3139,747,1,Slow Charging,2025-08-06
3140,14,3,Slow Charging,2026-01-22
3141,1938,4,No Complaint,2025-06-02
3142,1215,5,Slow Charging,2025-06-21
3143,1271,2,Long Wait Time,2026-01-29
3144,122,4,No Complaint,2025-08-20
3145,60,4,No Complaint,2026-01-04
3146,1390,1,Payment Failure,2025-09-15
3147,1945,1,Long Wait Time,2025-07-07
3148,1341,3,Slow Charging,2026-01-08
3149,744,2,Poor App Experience,2025-09-17
3150,860,2,Poor App Experience,2026-03-29
3151,544,5,No Complaint,2025-09-16
3152,1848,1,Slow Charging,2026-02-02
3153,52,2,Port Not Working,2026-02-03
3154,1559,3,No Complaint,2025-08-09
3155,898,5,No Complaint,2025-09-28
3156,1820,5,Slow Charging,2026-02-07
3157,1833,2,Long Wait Time,2026-04-17
3158,425,2,Slow Charging,2025-06-22
3159,99,1,Long Wait Time,2026-02-25
3160,1044,5,No Complaint,2025-10-11
3161,1141,4,Slow Charging,2025-11-29
3162,1445,1,Slow Charging,2026-03-06
3163,798,5,No Complaint,2026-01-21
3164,800,3,Slow Charging,2025-05-20
3165,1193,2,Payment Failure,2025-08-22
3166,1188,4,No Complaint,2026-02-12
3167,1694,2,Long Wait Time,2026-05-05
3168,1843,2,Slow Charging,2026-01-01
3169,1211,4,Slow Charging,2025-06-01
3170,990,2,Poor App Experience,2025-06-08
3171,1197,3,No Complaint,2025-06-06
3172,817,5,Slow Charging,2025-09-11
3173,1535,3,No Complaint,2025-09-13
3174,1324,1,Payment Failure,2025-11-02
3175,1240,5,No Complaint,2026-01-13
3176,1548,4,No Complaint,2025-08-17
3177,1524,4,Slow Charging,2025-11-15
3178,1691,2,Slow Charging,2026-01-24
3179,1940,4,No Complaint,2026-02-10
3180,1019,1,Long Wait Time,2025-09-13
3181,500,5,No Complaint,2025-05-19
3182,1582,3,No Complaint,2025-07-21
3183,1101,2,Port Not Working,2026-04-16
3184,1096,1,Payment Failure,2025-06-17
3185,917,5,No Complaint,2025-05-28
