session_id,customer_id,station_id,session_start,duration_minutes,energy_kwh,wait_time_minutes,amount_paid
6099,875,48,2024-03-31 11:18:00,86,98.43,3,1693.27
6100,660,16,2025-01-08 13:21:00,22,17.17,13,156.42
6101,457,27,2024-08-26 22:18:00,118,111.8,13,1006.72
6102,1692,1,2024-06-12 08:15:00,38,38.28,0,491.55
6103,1369,45,2025-03-01 07:24:00,70,46.93,15,704.32
6104,991,1,2024-08-01 19:48:00,119,111.55,25,1789.92
6105,357,7,2024-08-20 16:52:00,108,122.62,0,1793.99
6106,795,40,2025-01-29 14:08:00,86,84.59,4,1399.16
6107,559,6,2024-10-10 13:10:00,88,68.27,3,986.41
6108,1821,29,2024-10-09 20:28:00,50,63.45,45,751.96
6109,529,32,2025-05-08 08:00:00,109,152.07,4,2187.05
6110,706,16,2025-03-25 03:28:00,52,46.47,0,492.81
6111,1717,7,2024-08-10 03:18:00,100,81.06,8,688.09
6112,1235,30,2024-03-05 12:30:00,53,45.22,14,550.85
6113,1207,41,2024-01-30 18:18:00,21,17.48,32,303.06
6114,1541,4,2024-11-11 11:25:00,35,33.87,1,344.82
6115,677,42,2024-06-13 05:32:00,106,113.48,6,1039.35
6116,431,10,2024-11-12 19:27:00,72,76.36,29,765.64
6117,736,35,2024-12-24 21:42:00,56,64.73,3,1081.93
6118,949,50,2024-08-26 13:15:00,75,69.43,12,1043.96
6119,1347,37,2024-03-16 04:21:00,101,119.43,8,1226.05
6120,1418,27,2024-04-10 13:25:00,32,33.67,3,295.23
6121,1664,8,2025-05-09 13:23:00,120,94.92,10,1326.0
6122,682,23,2025-05-15 06:38:00,44,63.04,1,772.23
6123,1164,34,2024-11-11 10:32:00,109,129.88,8,1737.95
6124,483,4,2024-11-06 18:46:00,69,85.11,43,964.74
6125,1423,41,2024-05-21 03:28:00,84,65.85,9,1127.6
6126,175,20,2025-04-04 18:45:00,25,20.92,14,241.88
6127,635,47,2025-03-23 01:37:00,61,62.0,12,587.16
6128,1864,10,2024-10-08 11:31:00,43,27.08,0,473.49
6129,758,11,2025-01-16 21:44:00,72,84.45,14,1513.19
6130,1619,2,2024-04-12 11:16:00,69,68.17,7,579.44
6131,928,43,2025-03-27 14:36:00,113,129.6,10,1136.49
6132,1321,1,2024-10-25 00:25:00,100,119.0,3,1691.54
6133,580,2,2024-09-06 05:52:00,112,164.6,8,2881.51
6134,836,7,2024-07-04 23:02:00,44,31.09,2,403.87
6135,1052,10,2024-10-15 04:08:00,16,18.06,10,160.38
6136,1434,14,2024-11-12 00:00:00,32,36.05,11,304.54
6137,1604,48,2024-02-17 09:28:00,42,59.33,14,579.35
6138,1172,4,2024-12-28 11:23:00,51,36.41,15,474.79
6139,1422,40,2024-01-15 08:39:00,73,66.46,9,739.9
6140,1902,35,2024-05-24 09:08:00,115,108.56,6,1097.26
6141,1933,16,2025-02-01 20:35:00,79,110.79,36,1265.94
6142,1169,3,2024-04-16 22:18:00,81,63.17,1,858.58
6143,604,6,2024-04-16 01:07:00,64,84.17,12,1230.42
6144,1618,17,2024-12-04 23:16:00,112,125.83,6,1467.35
6145,1525,37,2024-05-04 09:59:00,25,36.72,15,565.23
6146,1281,13,2024-04-14 09:45:00,97,115.07,1,2021.91
6147,1441,30,2024-02-26 17:46:00,114,83.98,3,1197.18
6148,1089,11,2024-02-17 12:42:00,12,16.75,6,229.3
6149,1970,15,2024-02-04 16:59:00,58,58.88,3,868.58
6150,1355,2,2024-10-05 01:09:00,40,57.06,7,962.79
6151,1183,44,2024-09-02 00:49:00,96,69.73,11,871.44
6152,1808,21,2024-05-02 11:27:00,49,41.33,2,704.06
6153,1241,42,2024-12-14 06:22:00,47,66.69,14,996.32
6154,1072,26,2024-05-07 18:36:00,99,94.34,29,1516.28
6155,1359,11,2024-04-28 16:44:00,43,63.26,4,542.51
6156,145,31,2024-11-20 11:39:00,19,15.87,0,223.32
6157,1232,42,2024-01-13 20:12:00,89,107.46,40,1008.45
6158,1833,25,2024-11-11 07:39:00,53,43.04,2,354.89
6159,1742,46,2024-09-03 07:14:00,37,52.83,5,657.55
6160,1987,21,2025-02-23 06:48:00,47,51.05,1,846.97
6161,1418,20,2024-10-22 12:25:00,76,87.72,5,908.31
6162,1142,24,2024-10-07 11:46:00,52,65.79,0,574.63
6163,1393,8,2024-11-20 22:57:00,98,140.36,11,2075.3
6164,621,50,2024-06-06 17:54:00,49,51.07,4,410.56
6165,556,4,2024-07-06 03:51:00,103,138.15,14,1124.43
6166,387,44,2024-03-09 05:06:00,102,121.03,14,1365.47
6167,1254,4,2024-03-09 11:49:00,42,53.48,7,734.91
6168,54,14,2024-03-31 00:44:00,45,31.29,1,322.15
6169,997,9,2024-09-17 02:03:00,29,41.13,14,399.92
6170,700,29,2024-06-16 11:56:00,24,17.76,6,224.36
6171,1319,4,2024-09-09 19:27:00,108,154.9,23,1561.16
6172,48,12,2024-03-22 11:06:00,69,65.44,13,1070.39
6173,1276,40,2024-03-30 03:57:00,31,32.25,13,309.72
6174,1748,14,2024-04-19 09:23:00,83,116.32,11,1583.95
6175,1309,40,2025-04-29 11:25:00,54,51.73,2,713.9
6176,351,39,2025-04-23 23:20:00,118,134.34,9,2249.94
6177,154,49,2024-06-01 15:23:00,36,46.26,13,761.43
6178,1547,29,2025-01-24 17:58:00,100,148.12,5,1701.68
6179,855,19,2025-01-29 16:22:00,79,77.86,9,1397.7
6180,895,27,2024-10-25 11:57:00,94,83.75,15,1077.11
6181,10,21,2024-03-01 17:26:00,120,111.46,1,1333.41
6182,1227,47,2025-01-31 18:26:00,45,62.0,14,557.65
6183,1200,42,2024-01-03 10:39:00,27,37.43,10,453.96
6184,935,1,2024-06-07 05:27:00,43,40.42,15,572.88
6185,95,47,2024-10-06 01:50:00,109,94.77,12,1144.09
6186,14,45,2025-05-02 20:24:00,38,40.15,21,523.77
6187,65,46,2024-05-31 03:26:00,28,36.03,10,288.26
6188,1636,41,2024-11-23 05:01:00,91,104.93,5,1190.57
6189,226,12,2025-01-27 07:35:00,11,8.33,9,88.75
6190,1680,25,2025-03-25 04:57:00,73,68.64,10,1205.55
6191,197,19,2024-09-18 14:16:00,85,116.25,2,1296.32
6192,200,9,2024-12-10 19:21:00,45,41.97,45,586.86
6193,1496,35,2024-06-09 07:57:00,90,134.18,7,1518.24
6194,1769,43,2024-05-30 18:38:00,90,121.71,14,1501.0
6195,712,15,2025-04-28 11:59:00,107,126.33,10,1191.48
6196,1127,46,2024-08-30 20:43:00,51,34.23,10,469.41
6197,91,5,2024-10-07 02:31:00,95,82.81,14,869.03
6198,130,8,2024-02-10 09:57:00,87,85.34,6,1044.25
6199,53,37,2024-10-04 19:45:00,22,31.6,13,352.18
6200,6,19,2024-12-10 10:38:00,106,100.76,3,1429.23
6201,927,42,2025-05-07 08:03:00,13,17.71,11,250.95
6202,752,50,2024-09-23 06:16:00,96,143.31,11,2006.96
6203,559,11,2024-02-15 00:45:00,48,35.84,9,578.33
6204,1795,33,2024-04-05 17:40:00,62,55.09,1,899.71
6205,1121,29,2024-03-30 10:21:00,14,17.3,9,159.06
6206,1817,8,2024-11-06 01:36:00,36,36.44,14,568.15
6207,5,29,2025-02-28 18:24:00,94,132.77,35,1185.21
6208,1374,28,2024-10-27 08:07:00,37,47.52,3,461.82
6209,1110,17,2025-02-07 17:13:00,58,79.06,10,1405.9
6210,1608,24,2024-10-28 11:34:00,30,31.08,1,464.08
6211,1195,40,2025-03-09 04:56:00,27,26.31,3,426.39
6212,796,37,2024-12-10 21:57:00,42,47.81,13,806.28
6213,1743,34,2024-11-26 05:31:00,64,45.57,0,441.9
6214,462,23,2025-02-20 02:42:00,27,16.86,8,196.49
6215,1201,46,2025-02-02 12:37:00,24,21.62,15,217.39
6216,535,39,2024-05-13 06:35:00,54,77.47,13,775.04
6217,977,23,2024-10-17 16:44:00,102,85.85,2,895.19
6218,1108,48,2024-08-30 22:33:00,73,101.01,3,1374.91
6219,182,41,2025-02-05 21:44:00,119,146.91,2,1351.55
6220,473,15,2025-02-11 15:39:00,51,70.87,5,714.7
6221,193,18,2024-04-30 05:17:00,20,23.33,14,189.55
6222,953,49,2025-01-25 03:09:00,72,75.81,13,788.42
6223,1528,33,2024-09-05 19:41:00,15,20.36,14,201.97
6224,1941,12,2024-03-29 23:03:00,116,122.58,4,1202.57
6225,111,20,2024-05-24 16:18:00,94,125.27,7,2081.39
6226,230,39,2024-09-08 16:49:00,109,120.51,13,2025.42
6227,1201,23,2024-08-31 03:51:00,107,67.51,9,1196.54
6228,1370,22,2024-11-14 18:01:00,11,13.56,21,177.8
6229,337,9,2024-05-20 03:31:00,15,18.54,7,306.25
6230,1609,7,2024-05-02 15:31:00,96,81.43,8,679.87
6231,1823,4,2025-03-05 10:47:00,95,97.44,5,1103.11
6232,1653,41,2024-02-16 15:14:00,38,31.21,11,412.15
6233,477,27,2024-09-13 05:48:00,30,19.27,10,319.24
6234,1256,45,2024-09-06 19:26:00,80,74.5,28,897.01
6235,167,6,2024-07-16 14:00:00,91,58.99,5,497.61
6236,281,7,2025-02-25 04:17:00,11,11.12,12,137.08
6237,1473,41,2024-11-21 10:42:00,114,90.26,4,1469.55
6238,262,8,2025-01-22 22:15:00,102,91.74,3,830.13
6239,555,17,2025-04-18 19:24:00,79,112.75,30,932.51
6240,272,37,2024-02-12 16:18:00,75,108.48,8,1254.0
6241,1370,47,2024-10-25 08:47:00,86,85.59,11,936.99
6242,1726,10,2024-12-03 01:18:00,72,59.45,9,1065.12
6243,1391,7,2024-08-17 11:26:00,39,43.37,0,755.21
6244,1666,25,2024-06-15 03:55:00,46,40.06,9,488.99
6245,1641,24,2024-09-05 09:33:00,18,23.73,10,227.82
6246,276,46,2025-03-30 16:48:00,75,81.05,12,889.92
6247,652,2,2025-03-29 17:39:00,39,54.82,8,569.16
6248,169,31,2025-04-20 17:18:00,29,19.4,3,198.62
6249,895,45,2024-11-07 19:31:00,53,44.23,24,625.96
6250,999,32,2024-09-04 04:47:00,109,163.16,3,2934.66
6251,515,10,2024-03-24 08:07:00,31,46.38,0,703.39
6252,1745,34,2024-12-12 06:17:00,106,72.94,9,929.84
6253,370,15,2025-05-14 14:58:00,28,17.9,9,306.81
6254,1228,31,2024-06-25 06:52:00,71,45.75,1,757.57
6255,484,11,2024-04-30 19:58:00,87,95.82,45,1631.49
6256,1922,30,2024-04-17 07:23:00,30,20.62,0,274.45
6257,1877,34,2024-04-06 20:29:00,56,51.56,44,872.68
6258,1609,12,2025-05-11 13:14:00,30,43.58,8,697.32
6259,1579,50,2024-07-08 03:46:00,17,18.72,11,293.01
6260,1155,46,2024-12-18 18:33:00,100,120.12,43,1108.07
6261,205,39,2024-11-13 08:11:00,81,57.36,7,622.53
6262,1598,42,2024-01-02 13:16:00,34,26.53,10,302.28
6263,1661,20,2024-04-10 06:18:00,82,99.18,3,1555.79
6264,911,9,2024-11-16 00:17:00,16,21.53,6,212.12
6265,304,18,2025-01-31 06:52:00,90,132.66,1,2209.99
6266,1256,42,2024-02-11 21:47:00,107,108.45,3,1275.57
6267,454,9,2024-05-30 20:14:00,10,11.92,41,186.54
6268,350,20,2024-05-10 15:32:00,40,54.2,0,933.75
6269,244,9,2024-02-12 05:23:00,73,84.5,13,1465.69
6270,160,4,2024-03-16 09:54:00,24,26.69,5,339.17
6271,334,18,2024-05-28 20:39:00,56,42.49,12,527.15
6272,1169,38,2024-11-17 02:22:00,28,37.37,6,330.82
6273,1913,50,2024-10-16 14:31:00,74,82.78,3,1015.07
6274,734,4,2025-04-21 03:56:00,78,50.19,11,540.07
6275,1994,2,2025-01-19 04:29:00,66,62.76,3,919.67
6276,259,15,2024-02-19 12:08:00,53,72.04,11,642.68
6277,69,2,2024-04-20 12:55:00,62,79.07,11,1005.36
6278,640,16,2024-10-26 15:41:00,40,43.75,14,775.05
6279,1674,6,2025-01-16 22:34:00,44,58.16,11,757.78
6280,1774,25,2024-04-26 01:59:00,32,22.29,2,297.78
6281,394,27,2024-04-09 15:08:00,52,69.83,2,655.95
6282,1360,34,2025-04-23 01:47:00,36,52.54,2,448.02
6283,780,10,2024-04-29 14:01:00,56,35.47,14,522.61
6284,1141,47,2025-04-22 05:43:00,54,40.18,4,552.78
6285,668,19,2025-03-10 12:21:00,114,145.91,8,1888.53
6286,456,5,2024-08-09 19:05:00,48,44.81,13,450.92
6287,693,15,2024-06-30 23:59:00,119,166.65,5,2721.41
6288,418,29,2024-03-22 08:27:00,64,64.43,12,995.67
6289,258,11,2024-07-28 22:30:00,59,39.32,9,567.79
6290,1205,1,2024-05-22 11:48:00,52,75.18,4,822.65
6291,1550,11,2024-12-20 01:23:00,86,112.11,8,1984.45
6292,302,24,2024-05-27 19:28:00,78,50.49,27,519.75
6293,171,40,2025-03-07 20:59:00,60,38.16,22,415.96
6294,1538,33,2024-11-14 15:58:00,38,25.16,13,212.95
6295,713,25,2025-03-09 10:15:00,82,93.7,5,1618.18
6296,197,50,2025-01-14 20:46:00,97,85.96,21,906.94
6297,192,23,2024-01-12 21:47:00,43,34.07,14,480.75
6298,1616,4,2024-12-26 16:26:00,117,127.91,7,1456.13
6299,1472,48,2024-07-08 11:32:00,92,133.64,7,1639.97
6300,657,17,2024-11-20 17:28:00,57,73.47,14,1009.82
6301,1581,49,2024-12-30 15:16:00,27,24.69,9,425.16
6302,1295,38,2024-11-27 01:46:00,108,147.24,6,1744.19
6303,344,31,2024-06-16 12:32:00,42,47.32,15,797.91
6304,1082,21,2024-02-01 22:56:00,67,71.71,13,1224.38
6305,986,12,2025-01-25 10:14:00,17,21.82,3,247.34
6306,12,35,2025-03-15 12:28:00,76,91.75,8,1076.35
6307,221,39,2025-04-07 07:43:00,119,88.4,9,1072.05
6308,146,42,2024-12-31 20:36:00,88,99.8,39,1133.93
6309,444,29,2025-04-05 03:01:00,11,13.77,11,229.75
6310,1313,25,2024-04-07 10:04:00,112,144.45,15,1662.42
6311,114,24,2024-04-14 05:02:00,82,102.21,12,895.67
6312,1401,41,2024-01-11 02:18:00,49,64.99,8,1033.59
6313,222,40,2025-05-05 15:10:00,100,110.8,9,965.05
6314,118,14,2024-08-06 15:20:00,77,112.24,12,1535.77
6315,1475,15,2024-03-19 22:46:00,108,139.95,8,1175.3
6316,1967,6,2024-08-21 02:53:00,34,47.47,7,830.54
6317,993,2,2024-11-12 14:06:00,77,64.53,14,897.65
6318,1131,30,2024-08-31 22:14:00,70,55.62,3,987.09
6319,1643,37,2025-02-10 04:28:00,54,62.03,15,688.24
6320,1898,4,2024-02-13 01:01:00,61,71.59,14,909.66
6321,106,1,2024-10-31 22:29:00,17,11.16,6,104.04
6322,1290,44,2024-12-18 12:24:00,105,144.89,0,1706.7
6323,7,34,2025-04-11 10:50:00,41,54.52,1,439.69
6324,128,2,2024-02-21 00:58:00,29,36.98,4,563.91
6325,347,45,2024-07-21 17:53:00,37,51.3,1,573.86
6326,1731,48,2024-01-19 03:59:00,116,77.6,2,1190.34
6327,1160,13,2025-02-08 08:46:00,85,59.56,12,1021.99
6328,894,40,2024-09-22 15:53:00,18,11.44,3,123.74
6329,625,6,2024-02-11 13:14:00,117,89.1,4,1375.42
6330,744,8,2024-10-17 12:16:00,108,77.93,10,1018.44
6331,791,8,2024-08-09 14:09:00,23,15.1,15,123.78
6332,1604,10,2025-02-20 10:16:00,119,103.68,12,1157.22
6333,74,11,2024-12-27 08:59:00,104,77.07,2,1267.41
6334,1359,10,2025-04-13 10:53:00,112,93.75,1,1060.63
6335,956,23,2024-11-12 10:00:00,31,26.81,8,388.97
6336,284,27,2024-04-20 07:23:00,32,25.74,14,367.92
6337,589,33,2024-08-14 15:07:00,118,143.68,6,1370.18
6338,317,2,2024-07-24 02:44:00,36,41.55,4,338.36
6339,217,50,2024-09-25 13:28:00,64,86.31,14,932.21
6340,1061,11,2024-04-01 16:47:00,72,79.14,15,1354.89
6341,1260,4,2024-01-23 09:39:00,65,52.48,12,638.9
6342,1776,29,2025-01-22 13:11:00,82,77.12,5,1347.53
6343,1453,39,2025-03-10 13:41:00,49,66.64,2,1137.5
6344,1306,3,2024-05-11 22:31:00,25,37.14,9,602.31
6345,1220,21,2025-03-18 08:53:00,51,59.88,8,917.91
6346,1863,27,2024-06-25 14:29:00,101,146.64,7,2181.81
6347,1844,41,2024-08-18 03:22:00,35,29.02,14,377.84
6348,1192,14,2024-11-21 05:33:00,118,120.1,6,1136.17
6349,1604,50,2024-03-29 14:49:00,58,57.05,10,603.05
6350,1503,35,2024-11-19 09:08:00,73,100.38,9,1787.55
6351,1411,20,2024-06-24 20:17:00,92,60.05,11,912.81
6352,319,42,2024-02-21 09:14:00,59,57.47,9,666.14
6353,1875,13,2024-10-10 17:11:00,37,26.74,7,295.65
6354,1959,22,2025-01-05 07:13:00,54,51.24,5,915.07
6355,1586,49,2024-09-25 19:46:00,107,104.2,33,1636.32
6356,1374,24,2024-06-04 19:57:00,91,66.78,10,1184.14
6357,453,45,2024-11-10 17:00:00,24,18.76,14,269.92
6358,150,40,2024-02-09 11:43:00,68,70.29,0,632.12
6359,637,6,2024-02-28 02:22:00,105,135.96,3,1953.35
6360,1716,10,2024-04-18 02:22:00,41,47.09,5,635.16
6361,232,23,2024-10-06 14:56:00,102,145.61,10,1221.74
6362,1589,5,2024-07-11 06:57:00,86,86.31,11,710.06
6363,1817,29,2025-02-23 23:38:00,106,138.54,4,1275.63
6364,1644,24,2024-02-02 01:41:00,87,95.79,2,825.83
6365,1320,38,2025-03-13 08:18:00,38,23.32,4,293.7
6366,462,9,2025-01-19 00:43:00,58,52.33,9,495.06
6367,1318,27,2024-11-17 06:35:00,11,14.86,5,175.74
6368,405,11,2025-03-22 12:51:00,66,64.38,7,962.47
6369,206,6,2024-06-07 07:05:00,105,68.8,10,707.73
6370,1223,33,2025-03-18 15:05:00,45,31.41,5,386.93
6371,1834,19,2024-03-09 18:14:00,13,17.09,26,261.57
6372,1820,8,2024-05-24 06:32:00,103,80.5,2,976.49
6373,616,46,2025-01-05 04:44:00,79,99.04,10,1691.88
6374,1787,4,2024-07-01 17:18:00,94,96.55,7,1310.81
6375,1196,19,2024-09-07 10:08:00,111,117.38,15,1879.4
6376,332,42,2024-06-05 10:52:00,87,88.08,5,869.47
6377,1634,19,2024-06-23 11:44:00,47,29.32,8,278.94
6378,44,1,2024-02-27 09:40:00,85,97.75,3,889.05
6379,1700,31,2024-08-16 16:20:00,112,95.4,6,1303.04
6380,1713,42,2024-01-17 23:22:00,66,81.39,12,963.93
6381,263,48,2024-08-08 19:11:00,118,154.16,25,2106.62
6382,1641,16,2025-04-19 23:53:00,11,6.92,4,100.64
6383,1512,23,2025-04-27 06:38:00,52,71.48,5,1191.11
6384,757,26,2024-12-20 06:29:00,117,156.79,6,1419.75
6385,1674,23,2024-03-21 09:23:00,77,96.05,15,1543.24
6386,252,15,2024-02-18 23:52:00,24,15.75,11,145.2
6387,487,43,2024-04-15 11:35:00,35,33.95,9,554.17
6388,1295,12,2024-03-04 10:05:00,53,52.25,9,580.74
6389,1133,32,2025-03-29 17:30:00,18,18.21,2,187.74
6390,1948,44,2025-03-28 19:13:00,54,75.95,42,1124.71
6391,172,4,2025-04-12 11:50:00,115,97.84,5,1106.37
6392,326,47,2025-04-10 15:13:00,88,86.42,8,863.43
6393,1595,13,2025-03-14 03:27:00,20,25.81,0,372.73
6394,1263,10,2025-04-22 17:26:00,94,101.54,15,1379.27
6395,314,43,2024-12-21 15:30:00,52,36.02,7,431.17
6396,901,9,2024-01-25 22:37:00,66,90.76,11,758.87
6397,787,25,2024-11-11 18:06:00,97,139.67,18,2509.61
6398,1120,21,2025-05-09 23:25:00,76,68.15,8,743.73
6399,861,19,2025-02-24 18:15:00,36,24.82,15,220.19
6400,782,49,2024-11-22 22:34:00,50,44.05,0,427.35
6401,1533,9,2024-02-20 16:02:00,60,74.69,0,1132.13
6402,1537,27,2024-05-07 05:14:00,97,90.44,3,1220.82
6403,1776,11,2024-03-15 19:42:00,21,20.68,32,247.95
6404,409,45,2025-04-03 01:53:00,66,83.24,7,1331.43
6405,1056,29,2024-02-10 20:42:00,47,49.82,30,873.46
6406,631,13,2024-01-16 00:29:00,92,79.4,10,1282.21
6407,1564,29,2025-01-12 15:30:00,47,33.32,9,566.01
6408,1684,48,2025-02-26 11:55:00,22,23.13,3,277.88
6409,411,49,2024-03-30 11:14:00,119,155.5,7,2341.5
6410,404,3,2024-06-19 14:47:00,55,55.93,12,673.32
6411,115,30,2024-01-30 05:52:00,120,108.35,14,1645.91
6412,782,28,2024-08-06 01:59:00,59,65.96,11,540.4
6413,1918,24,2024-12-30 04:27:00,20,29.07,13,381.66
6414,840,24,2024-06-26 23:13:00,27,25.57,8,331.5
6415,1773,7,2024-11-28 22:16:00,18,13.73,8,111.76
6416,1542,17,2024-04-10 18:27:00,76,64.99,23,726.82
6417,1613,50,2024-07-17 01:00:00,10,13.94,4,112.6
6418,1052,32,2024-02-24 12:40:00,37,39.89,3,555.44
6419,1456,44,2024-10-24 20:41:00,28,28.81,16,376.25
6420,1180,15,2024-10-13 03:39:00,78,80.35,4,720.2
6421,681,1,2024-02-19 16:04:00,69,87.17,14,1064.33
6422,17,7,2024-09-18 01:33:00,65,80.7,10,1250.37
6423,259,27,2024-03-08 09:38:00,110,74.56,4,1108.05
6424,1259,15,2024-03-27 16:06:00,111,165.2,12,2762.64
6425,691,48,2024-02-11 15:31:00,35,23.45,2,385.93
6426,1573,30,2025-04-06 09:36:00,41,28.87,10,270.69
6427,1990,48,2024-09-07 21:27:00,112,85.58,11,977.91
6428,506,32,2024-08-04 21:23:00,18,12.3,4,137.82
6429,1544,28,2024-11-16 10:07:00,59,46.79,3,587.57
6430,961,7,2025-01-27 10:16:00,78,95.46,13,928.02
6431,191,48,2025-04-28 06:18:00,25,20.27,10,166.92
6432,414,19,2024-07-24 00:45:00,70,61.6,13,1013.66
6433,1969,33,2024-08-13 10:28:00,48,56.7,9,696.22
6434,646,20,2024-12-28 08:34:00,28,19.7,15,200.48
6435,1143,43,2024-03-31 03:48:00,26,36.53,10,478.58
6436,1924,32,2025-05-05 15:17:00,115,73.14,11,627.6
6437,1576,5,2024-06-23 02:13:00,49,63.1,12,740.43
6438,1118,46,2024-12-05 13:20:00,98,95.68,13,1425.38
6439,449,35,2024-09-08 08:18:00,71,99.13,2,1019.52
6440,178,11,2024-06-22 23:15:00,92,121.58,7,1293.15
6441,1703,6,2024-01-14 13:23:00,109,110.4,4,1557.61
6442,1485,40,2025-04-28 14:26:00,117,110.47,13,1728.23
6443,1945,46,2025-01-30 01:56:00,63,84.18,1,1403.29
6444,1827,39,2024-04-29 06:24:00,66,90.38,15,1133.5
6445,638,7,2024-01-18 23:57:00,97,106.97,6,1481.97
6446,1848,8,2025-01-18 03:33:00,33,49.09,1,835.56
6447,447,43,2025-04-14 08:02:00,89,112.33,10,1726.58
6448,1047,12,2024-09-01 23:43:00,24,34.26,15,341.95
6449,1495,9,2025-02-21 01:13:00,20,23.96,13,286.89
6450,577,28,2024-12-25 11:06:00,117,169.83,8,2165.15
6451,1620,33,2024-09-12 22:57:00,92,106.72,9,1226.91
6452,1026,41,2024-12-26 23:31:00,89,112.07,11,1417.96
6453,1190,31,2024-02-13 03:18:00,86,58.3,9,709.36
6454,1326,40,2024-01-28 12:37:00,100,141.71,5,2267.24
6455,1308,46,2024-10-19 11:06:00,12,13.02,6,227.62
6456,1561,32,2024-12-09 16:25:00,60,64.09,13,860.09
6457,1353,39,2024-10-19 16:19:00,28,17.25,7,170.31
6458,790,22,2024-01-31 20:14:00,16,22.25,18,236.19
6459,198,18,2025-01-21 05:02:00,103,102.86,13,1207.49
6460,195,15,2024-04-20 10:11:00,117,129.47,11,1652.54
6461,109,16,2024-12-30 20:48:00,82,80.02,14,1435.42
6462,1106,18,2025-02-06 20:43:00,82,61.35,40,523.77
6463,1583,21,2024-04-15 16:27:00,79,78.98,2,745.16
6464,1539,37,2024-08-17 13:31:00,58,42.75,6,485.33
6465,1293,21,2024-07-25 02:17:00,102,82.01,3,938.56
6466,405,43,2025-04-14 16:40:00,34,41.33,9,561.46
6467,1710,42,2024-10-22 18:45:00,120,111.17,14,1087.52
6468,1869,4,2024-01-17 16:49:00,52,58.2,1,647.07
6469,1992,50,2024-01-16 05:17:00,23,34.03,14,283.13
6470,829,46,2024-05-08 05:56:00,41,54.05,7,550.08
6471,419,20,2025-02-22 20:09:00,49,32.16,38,297.13
6472,1050,37,2025-04-05 15:55:00,115,109.73,2,1711.4
6473,1605,31,2024-11-06 21:52:00,103,129.21,9,1973.78
6474,1970,42,2024-11-08 05:06:00,14,18.68,15,174.8
6475,1828,18,2024-10-04 04:05:00,100,90.66,2,1543.87
6476,1571,22,2024-01-11 23:59:00,72,87.51,13,906.55
6477,461,10,2024-05-20 21:03:00,94,129.69,8,1798.52
6478,1673,6,2024-11-14 13:44:00,92,135.83,10,1211.69
6479,812,26,2024-03-28 15:05:00,45,41.21,1,737.28
6480,649,45,2024-09-29 22:27:00,109,115.18,5,1884.22
6481,1891,14,2024-08-14 16:23:00,99,126.29,14,1132.23
6482,1811,30,2024-03-03 05:04:00,83,93.93,6,1553.86
6483,1343,39,2025-02-07 02:31:00,58,72.45,15,580.35
6484,1767,49,2024-09-07 20:00:00,10,7.14,38,98.35
6485,869,50,2024-03-23 23:17:00,49,44.25,14,577.8
6486,1737,19,2025-04-30 06:00:00,99,145.77,7,2050.16
6487,1018,33,2024-11-22 01:26:00,110,161.74,13,2746.48
6488,698,37,2024-06-06 23:38:00,21,25.05,13,336.37
6489,1501,20,2024-11-03 20:32:00,72,88.36,22,1324.32
6490,16,14,2025-01-04 18:09:00,31,29.15,35,379.3
6491,53,42,2024-12-16 06:30:00,56,52.36,15,697.07
6492,1610,19,2024-06-16 15:45:00,98,137.92,10,1399.01
6493,1188,10,2024-05-13 23:26:00,46,36.09,3,369.02
6494,308,12,2024-06-26 14:23:00,12,9.99,4,96.27
6495,806,20,2025-01-20 07:44:00,112,104.84,0,1438.4
6496,1717,21,2024-07-08 23:41:00,92,91.92,3,998.68
6497,1168,10,2024-12-03 13:27:00,32,23.39,8,302.04
6498,878,1,2024-04-13 17:09:00,113,136.99,1,1755.23
6499,144,4,2024-01-26 04:16:00,50,53.65,13,575.58
6500,1289,30,2024-12-01 18:15:00,86,98.27,34,1388.17
6501,1236,16,2024-12-02 20:14:00,106,139.49,22,1458.75
6502,401,47,2024-04-10 16:28:00,114,112.47,6,1520.26
6503,1632,26,2024-09-24 18:50:00,77,56.57,42,522.01
6504,917,14,2024-10-12 23:27:00,78,54.0,12,620.24
6505,1522,10,2024-05-07 10:02:00,72,95.58,7,1223.35
6506,1997,32,2024-04-29 23:40:00,56,40.31,0,474.41
6507,1058,17,2025-04-17 19:25:00,13,15.6,23,269.75
6508,362,39,2025-04-10 19:46:00,54,35.2,35,444.82
6509,1474,10,2024-07-28 21:40:00,65,49.83,2,846.24
6510,921,26,2024-08-13 14:47:00,66,87.51,13,1541.78
6511,1374,46,2024-04-27 22:38:00,71,47.41,2,845.46
6512,93,23,2024-11-29 18:28:00,43,60.92,42,1065.87
6513,1176,37,2024-04-26 06:02:00,56,44.46,15,480.45
6514,1370,28,2024-03-21 08:08:00,59,41.63,7,433.62
6515,573,36,2024-12-20 15:31:00,34,32.32,3,429.26
6516,561,50,2024-11-06 03:39:00,78,104.63,12,921.86
6517,290,38,2024-06-03 00:25:00,40,58.0,15,569.84
6518,957,26,2025-03-10 06:38:00,80,73.07,4,1174.97
6519,1353,45,2024-09-24 10:02:00,11,11.2,9,184.07
6520,1041,42,2024-12-30 22:22:00,77,99.89,0,826.11
6521,1274,38,2025-04-12 16:27:00,65,91.61,5,1451.22
